task_id,task_name,episode_index,episode_seed,training,initial_state_sha256,initial_xml_sha256,initial_observation_sha256,environment_metadata_sha256,task_horizon,task_description,task_suite,split,seed,H,condition,success,env_steps,policy_calls,actions_per_policy_call,episode_seconds,reset_seconds,policy_query_seconds,inference_fingerprint,prediction_horizon,flow_steps,renderer,control_frequency_hz,video,paired_catalog,config_sha256
0,CloseFridge,0,270000000,False,a2245f1b979b00d7e17f5f37fc9f7e8c0d1f93a4999570bca3919cb679ab1dc3,4ef97c0c9608147f80f70a0013d804e691f5442f0622a2b96220a14e83d59e70,3b2d1e314a4b763535eef3a81ca6ae96ec2e256de7ead6877b6c5e16b0d6fbfd,08cee4803f50689b55533313f172c5e84bbfdfefefc0fcb667bcc74573fb7691,900,Close the fridge door.,robocasa365_fixed10,pretrain,27,20,original_h20,True,699,35,19.97142857142857,24.20475561451167,8.445336836390197,2.5258858734741807,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CloseFridge/episode_000.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
0,CloseFridge,1,270000001,False,fbec73baf281ef1bc10b483ab64c03fe477f1b32683107969ed591f74e05270b,760d627e16ae368fa7a5ffcc4bc935b9b200d06368968dbc240f2f3adc94a75e,2394ee7c8e6211714e4cf0f71c9d3445fc0c35bde7074fd99e28573c0b4583f1,29a476127b9fd3c96b6ec55bb5ee4bf8481912eb15cd2d52a8669d27550a5ac3,900,Close the fridge door.,robocasa365_fixed10,pretrain,27,20,original_h20,True,636,32,19.875,26.189445473253727,9.540174418129027,2.3156930124387145,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CloseFridge/episode_001.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
0,CloseFridge,2,270000002,False,87c8a49aa1d3a9e137c8a44d7e9ad33ea65de87403e7e45d2714ba25b644f21f,b6d614fa1068fc152409d22eec0d783018c2547e62490b2b87b0f7f9ff811888,11548711d81b4c823983d05bc1a183a09161cb3d4b2d57663fecdb99eec6a0df,3bf99f0f25b4fe8e78d48a18bf8f3ea06f4f14e35041f3244d673fc477d04a07,900,Close the fridge door.,robocasa365_fixed10,pretrain,27,20,original_h20,True,499,25,19.96,19.2706116437912,7.910582301206887,1.951147384941578,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CloseFridge/episode_002.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
0,CloseFridge,3,270000003,False,fce03b38fea4b77e3064178ef8c88dec89baf9f6f61ccd0c1b6ab3f808e27b45,b712275196619eb5922e64caa5810ca0668437bcd68200cb0c5804adc32bd1bb,35d5d70f6b4e9d3d712dd18e29220b85fdfc9fd62569dfe6fcdd1cd07b32c59a,417ac2968a48196d80c845a33981a0a93d2d6a7bb714dc4d6ec1b0f71ff30f93,900,Close the fridge door.,robocasa365_fixed10,pretrain,27,20,original_h20,True,691,35,19.742857142857144,26.23379593156278,10.938745081424713,2.60359650477767,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CloseFridge/episode_003.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
0,CloseFridge,4,270000004,False,dc253a3a9db1a76fc8977d665315c2acd0803322a8b50244bd791cffd2569da0,b9ae109c3c3d4a0aef4f2a8847114254f8b441996d31880e9151b9c55c066d3f,5e627f7332b370d42e62556abab3b48f7e15da285a8d43127683636c92d1e453,42b90f71aebc6dff6f5f993aba74a3d8819c776bd0fb8072c9e0148ec638d76f,900,Close the fridge doors.,robocasa365_fixed10,pretrain,27,20,original_h20,True,491,25,19.64,19.28337170276791,10.865902286022902,2.2031130343675613,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CloseFridge/episode_004.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
0,CloseFridge,5,270000005,False,e942422c7a72d10248f5365e1dfb6e56fbb5bddd57163b501e6d83edac4bc6ea,6d7020b55c56b89b4afe2e241636ddce25436ed1a8a147a5c9ef7d557c33111f,23a78af86a2874f6555dea5acca03e6a4e7fb00f836435b966d65f6df96ce921,4c93c4c6b26258b02869a79323331dd639b61907645258bb861841ef500bde24,900,Close the fridge doors.,robocasa365_fixed10,pretrain,27,20,original_h20,True,463,24,19.291666666666668,17.81195577979088,10.436460886150599,1.639017241075635,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CloseFridge/episode_005.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
0,CloseFridge,6,270000006,False,e51f87c61810818ef13e9f487455f9569f8ef04b170665a0e595572b674cead2,a16dddcf0cb06b85bfecc88d582ed2439f29ac81134bf4e77c3d38e64427dc43,6de4970dbaef866236925202342ee084898d7aadf2c6052a76cd4fd8bc1ecf14,9ed88fdecf9d40b6d49ee80a57b740e6519baff7eb5b95343aa4400ff85bca0d,900,Close the fridge door.,robocasa365_fixed10,pretrain,27,20,original_h20,True,346,18,19.22222222222222,13.96332172024995,10.893166515044868,1.3663069494068623,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CloseFridge/episode_006.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
0,CloseFridge,7,270000007,False,b79557cac510765eb8c9e076dc84eace4f0c96df869bff4d8f6f5f1c68771c23,6fc61f0d36bbb56c2b419f8d8c3e670c7d7c77cb29b42e7ea284c24225e8d5de,481e46624eb1a2e423fd93e085f54e217bae961981fe3dcf1f2681e161effc21,09fd20de77fa9d8fb69bb5f56928ac91b24b5063da34e24f1a7aa475b47a3fd3,900,Close the fridge doors.,robocasa365_fixed10,pretrain,27,20,original_h20,True,796,40,19.9,32.27952807582915,11.457539167255163,3.1937724966555834,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CloseFridge/episode_007.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
0,CloseFridge,8,270000008,False,d491618d21f30ae8ca9ccf9645df192899a5022652fb50c3b53c288d0dae8637,796db870a6b30936fe599cb6fd8d365abe08f24f8c8711368e2d4739ba3c4ae0,cc4683ab409e6e9f4b24adfdf0413f7ebdaf9127fde2c869096c61677084f47a,6a6f6b19feaaa8e2571a1657e3fd583a3e98d57b4511ccf7b40f894eddc0e3e3,900,Close the fridge doors.,robocasa365_fixed10,pretrain,27,20,original_h20,True,771,39,19.76923076923077,28.950584354810417,9.937750619836152,3.1242870977148414,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CloseFridge/episode_008.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
0,CloseFridge,9,270000009,False,9a5bb053988f0127232cec6ecc68b58d90df594c65d7598700eff0816c747b3e,35279478ce57b989a25315f5b2c81c74830788935217ea700c09680d45ba3358,44384a06acabd98080b39a358eddbf18a3d7e6990abcb728b84bf251271b4cad,4a2901cedae5594820d87cb6e2e3b74faac8d970d64a36a677b3757a6d7d0af2,900,Close the fridge doors.,robocasa365_fixed10,pretrain,27,20,original_h20,True,483,25,19.32,18.027399791404605,9.98030842654407,2.01404545083642,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CloseFridge/episode_009.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
1,CoffeeSetupMug,0,270010000,False,cbbf2aa003a90a43e5d5564a4875d77b38f8db51c25c34d6ca5e80ef139e8ab3,c4e593fafefaa4cf3042c634aa92249a97df19d9c6a2521a3ca410231a5b6cbb,fc4e059860adacda35d5253e31469159f4643e6fcce4f8cbd0502b1cf01bf6db,085085125687f84f5949bb9000091487a69ce30cebfaf1aedad701a3621dc137,600,Pick the mug from the counter and place it under the coffee machine dispenser.,robocasa365_fixed10,pretrain,27,20,original_h20,True,379,19,19.94736842105263,16.152593774721026,9.662250685505569,1.5592334531247616,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CoffeeSetupMug/episode_000.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
1,CoffeeSetupMug,1,270010001,False,2c55253ccc99235d99548c51fd766fda43e76c5dab9e7d67e9891f29c513d647,51ed3c04ab5cda319ddd74095bc461942ab02aedb775f87dc5e3fe00a990957c,c00b5ed772e5640002f9ef83bf9c5de3879aaf4dbecab9ec58bcc4df72ed32f9,dfd7d99f738d392dc89a866feae0c1a7f0a47f059608f6db0e37a40aab7591a3,600,Pick the mug from the counter and place it under the coffee machine dispenser.,robocasa365_fixed10,pretrain,27,20,original_h20,False,600,30,20.0,24.77655305247754,9.651769890449941,2.229849422350526,5d4257fdfdbe4507721cf729208510a99f69b275b92c03744dc4289b70fee5d2,50,10,egl,20,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/h20/videos/original_h20/CoffeeSetupMug/episode_001.mp4,/home/enmingzz/project/vla/frequency_vla/results/robocasa365_fixed10_500_retry1/paired_episodes,cf1e315128c91094b25706f0ee7f2aea696e29b6c609af861429819abed5f6a3
